Id,MSSubClass,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition
2542,60,9045,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,768,768,0,1536,2,1,3,1,6,0,Y,0,40,0,0,0,0,0,6,2007,Normal
2543,85,9825,Pave,Reg,Low,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1967,1967,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,936,0,0,936,1,0,2,1,4,1,Y,405,0,0,0,0,0,450,8,2007,Abnorml
2544,20,8308,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1963,1963,Gable,CompShg,TA,Gd,CBlock,GasA,TA,Y,1088,0,0,1088,1,0,2,1,4,0,P,0,0,0,0,0,0,0,6,2007,Normal
2545,50,16287,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1925,1950,Gable,CompShg,TA,Gd,CBlock,GasA,TA,Y,901,450,0,1351,1,0,3,1,7,1,N,0,0,43,0,100,0,0,7,2007,Normal
2546,20,8240,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1960,1960,Hip,CompShg,TA,TA,CBlock,GasA,Gd,Y,1179,0,0,1179,1,0,2,1,5,0,P,0,0,0,0,0,0,0,6,2007,Normal
2547,80,6285,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Gable,CompShg,TA,Fa,CBlock,GasA,TA,Y,1044,0,0,1044,1,0,3,1,7,1,Y,228,0,0,0,0,0,0,4,2007,Normal
2548,90,9555,Pave,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,2Story,5,6,1979,1979,Gable,CompShg,TA,TA,Slab,GasA,TA,Y,1100,1133,0,2233,2,1,5,2,11,0,Y,0,0,0,0,0,0,0,2,2007,Normal
2549,60,7023,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,5,5,2005,2006,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,734,674,0,1408,2,1,3,1,6,0,Y,0,85,0,0,0,0,0,5,2007,Normal
2550,20,39290,Pave,IR1,Bnk,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,10,5,2008,2009,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,5095,0,0,5095,2,1,2,1,15,2,Y,546,484,0,0,0,0,17000,10,2007,Partial
2551,180,3675,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2005,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,1072,0,0,1072,1,0,2,1,5,0,Y,0,44,0,0,0,0,0,5,2007,Normal
2552,20,6400,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,2000,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,960,0,0,960,1,0,2,1,4,0,Y,144,0,35,0,0,0,0,12,2007,Normal
2553,90,6882,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,1955,1955,Gable,CompShg,TA,TA,PConc,GasA,TA,N,1152,0,0,1152,2,0,2,2,6,0,N,0,0,0,0,0,0,0,9,2007,Normal
2554,90,8741,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,6,1946,1950,Gable,CompShg,TA,TA,CBlock,GasA,TA,N,1195,0,0,1195,2,0,4,2,8,0,N,118,0,0,0,0,0,0,7,2007,Abnorml
2555,40,10042,Pave,Reg,Bnk,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,1995,Gable,CompShg,TA,TA,BrkTil,GasA,TA,Y,740,125,0,865,1,0,2,1,4,1,Y,0,0,84,0,0,0,0,8,2007,Normal
2556,20,8172,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,768,0,0,768,1,0,2,1,4,1,Y,0,0,196,0,0,0,0,7,2007,Normal
2557,20,8172,Pave,Reg,HLS,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,864,0,0,864,1,0,3,1,5,0,N,196,0,0,0,0,0,0,10,2007,Family
2558,90,10890,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,Duplex,2Story,5,6,1923,1950,Hip,CompShg,TA,TA,PConc,Grav,Fa,N,1296,1296,0,2592,2,0,6,2,12,0,Y,0,742,240,0,0,0,1512,1,2007,AdjLand
2559,30,7223,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1926,1950,Hip,CompShg,TA,TA,PConc,GasA,TA,Y,1422,0,0,1422,1,0,3,1,6,0,Y,0,0,64,0,0,0,0,4,2007,Normal
2560,50,6821,Pave,Reg,HLS,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1921,2005,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,Y,759,539,0,1298,2,0,2,1,8,1,P,216,0,168,0,0,0,0,8,2007,Normal
2561,70,4000,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1930,1995,Gable,CompShg,TA,TA,BrkTil,GasA,TA,Y,567,531,0,1098,1,0,2,1,5,1,Y,0,0,0,0,0,0,0,6,2007,Normal
2562,70,6720,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,Gable,CompShg,TA,TA,BrkTil,GasA,TA,N,851,585,0,1436,1,0,3,1,7,1,Y,184,0,0,0,0,0,0,4,2007,Normal
2563,70,7155,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1926,1991,Gable,CompShg,TA,TA,BrkTil,GasA,TA,Y,686,775,0,1461,1,0,3,1,6,1,N,0,0,116,0,0,0,0,7,2007,Normal
2564,70,7230,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,7,1927,1992,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,Y,867,851,0,1718,2,1,4,1,8,1,Y,291,0,60,0,153,0,0,10,2007,Normal
2565,20,13108,Pave,IR2,HLS,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1951,1951,Gable,CompShg,TA,TA,CBlock,GasA,Fa,Y,1226,0,0,1226,1,1,2,1,7,1,Y,174,24,120,0,228,0,0,6,2007,Normal
2566,50,7810,Pave,IR1,HLS,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,TA,Gd,BrkTil,GasA,Ex,Y,1230,525,0,1755,2,0,4,1,7,1,Y,0,40,0,0,0,0,0,11,2007,Normal
2567,190,6221,Pave,IR1,Lvl,Inside,Gtl,Crawfor,Norm,Norm,2fmCon,1.5Fin,5,5,1941,1950,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,760,595,0,1355,2,0,3,1,5,0,Y,0,0,0,0,144,0,0,10,2007,Normal
2568,20,25485,Pave,IR1,Lvl,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,4,1960,1960,Gable,CompShg,TA,Fa,CBlock,GasA,TA,Y,1560,0,0,1560,1,1,3,1,6,3,Y,0,75,584,0,0,0,0,5,2007,Normal
2569,20,21579,Pave,IR1,Lvl,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1968,1968,Hip,CompShg,TA,TA,PConc,GasA,Ex,Y,1488,0,0,1488,2,0,3,1,7,2,Y,0,0,216,0,0,0,0,9,2007,Normal
2570,160,1782,Pave,Reg,Lvl,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,TA,Gd,CBlock,GasA,Gd,Y,529,516,0,1045,1,0,2,1,5,1,Y,180,0,0,0,0,0,0,12,2007,Normal
2571,20,17871,Pave,IR2,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1995,1996,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,1680,0,0,1680,2,0,4,1,7,0,Y,152,0,0,0,0,0,0,6,2007,Normal
2572,120,3907,Pave,IR1,Bnk,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1020,0,0,1020,1,0,1,1,4,0,Y,135,0,0,0,0,0,0,3,2007,Normal
2573,20,20693,Pave,IR1,Bnk,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,5,1971,1971,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,1696,0,0,1696,2,0,3,1,7,2,Y,0,146,0,0,0,0,0,2,2007,Normal
2574,20,18044,Pave,IR1,HLS,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,8,5,1986,1986,Gable,CompShg,Gd,TA,CBlock,GasA,Gd,Y,2726,0,0,2726,2,1,2,1,6,1,Y,216,64,169,0,0,228,0,8,2007,Normal
2575,50,7000,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,Y,720,495,0,1215,1,0,3,1,6,0,Y,0,0,30,0,0,0,0,5,2007,Normal
2576,50,7288,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,CompShg,Gd,Gd,BrkTil,GasA,Ex,Y,936,665,0,1601,2,0,3,1,6,0,N,0,0,0,176,0,0,0,9,2007,Normal
2577,70,9060,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1923,1999,Gable,CompShg,TA,TA,BrkTil,GasA,Ex,Y,942,886,0,1828,2,0,3,1,6,0,Y,174,0,212,0,0,0,0,3,2007,Alloca
2578,30,3672,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1Story,5,7,1922,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Ex,Y,816,0,0,816,1,0,2,1,5,0,N,0,0,96,0,0,0,0,9,2007,Normal
2579,50,11067,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,2,4,1939,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Ex,Y,640,0,205,845,1,0,1,1,4,0,N,48,0,0,0,0,0,0,3,2007,Normal
2580,190,8250,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Feedr,Norm,2fmCon,2Story,5,6,1895,2006,Gable,CompShg,TA,Gd,CBlock,GasA,Fa,N,1034,957,0,1991,2,0,4,2,9,0,N,0,0,133,0,0,0,0,6,2007,Normal
2581,20,6565,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1957,1980,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1073,0,0,1073,1,0,3,1,6,0,Y,0,444,0,0,0,0,0,8,2007,Abnorml
2582,30,6060,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,9,1930,2007,Hip,CompShg,Gd,TA,BrkTil,GasA,Ex,Y,1001,0,0,1001,1,0,2,1,5,0,N,154,0,42,86,0,0,0,11,2007,Normal
2583,120,5568,Pave,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,Gd,TA,PConc,GasA,Gd,Y,1625,0,0,1625,2,0,2,1,5,1,Y,123,0,0,0,153,0,0,10,2007,Partial
2584,85,12150,Pave,IR1,Bnk,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1979,1979,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1299,0,0,1299,2,0,2,1,5,1,Y,84,0,222,0,0,0,0,1,2007,Normal
2585,20,10000,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2002,2002,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1392,0,0,1392,2,0,3,1,6,1,Y,168,49,0,0,0,0,0,12,2007,Normal
2586,20,12864,Pave,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1409,0,0,1409,1,1,1,1,4,1,Y,0,144,0,0,145,0,0,7,2007,Normal
2587,20,9928,Pave,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1991,1992,Gable,CompShg,TA,TA,PConc,GasA,TA,Y,1478,0,0,1478,2,0,3,1,6,1,Y,114,22,0,0,0,0,0,5,2007,Normal
2588,80,8750,Pave,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,6,1975,1975,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,918,0,0,918,1,0,3,0,4,0,Y,192,84,0,0,0,0,0,3,2007,Normal
2589,85,8410,Pave,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1974,1974,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1026,0,0,1026,1,0,2,1,5,1,Y,193,0,0,0,0,0,0,4,2007,Normal
2590,120,4054,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,6,1987,1987,Gable,CompShg,Gd,TA,BrkTil,GasA,Ex,Y,1501,0,0,1501,2,0,2,1,5,2,Y,240,0,0,0,0,0,0,10,2007,Normal
2591,20,19958,Pave,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,8,1958,1995,Hip,CompShg,TA,Gd,CBlock,GasA,Gd,Y,2279,0,0,2279,2,1,4,1,7,1,Y,274,0,0,0,138,0,0,7,2007,Normal
2592,20,8368,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1689,0,0,1689,2,0,3,1,7,0,Y,100,39,0,0,0,0,0,4,2007,Partial
2593,20,8298,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1564,0,0,1564,2,0,2,1,6,1,Y,132,0,0,0,0,0,0,9,2007,Partial
2594,20,10331,Pave,Reg,Lvl,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,7,1985,1985,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1240,0,0,1240,2,0,3,1,6,0,Y,232,0,0,0,0,0,0,7,2007,Normal
2595,20,6718,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2001,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1312,0,0,1312,2,0,2,1,5,0,Y,256,28,0,0,0,0,0,1,2007,Normal
2596,20,11305,Pave,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1922,0,0,1922,2,0,2,1,6,1,Y,201,64,0,0,0,0,0,4,2007,Normal
2597,20,7777,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1996,1996,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1491,0,0,1491,2,0,3,1,7,1,Y,0,35,0,0,0,0,0,11,2007,Normal
2598,60,11800,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1146,1340,0,2486,3,1,5,1,10,1,Y,143,32,0,0,0,0,0,7,2007,Normal
2599,20,12633,Pave,IR1,HLS,Inside,Gtl,Timber,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,1824,0,0,1824,2,0,3,1,8,1,Y,160,36,0,0,108,0,0,9,2007,Partial
2600,20,43500,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,3,5,1953,1953,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,2034,0,0,2034,1,0,2,1,9,0,N,483,266,0,0,0,561,0,6,2007,Normal
2601,120,6710,Pave,IR1,Lvl,FR3,Gtl,Mitchel,Norm,Norm,TwnhsE,SFoyer,6,5,1996,1997,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,936,0,0,936,0,1,0,1,3,0,Y,0,40,0,0,0,0,0,6,2007,Normal
2602,160,1504,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,4,1972,1972,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,546,546,0,1092,1,1,3,1,5,0,Y,0,0,0,0,0,0,0,5,2007,Normal
2603,180,1533,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1970,1970,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,530,462,0,992,1,0,2,1,4,0,Y,112,97,0,0,0,0,0,7,2007,Normal
2604,160,1495,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,6,1970,1970,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,546,546,0,1092,1,1,3,1,5,0,Y,0,64,0,0,0,0,0,5,2007,Normal
2605,160,1890,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,3,1976,1976,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,546,546,0,1092,1,1,3,1,6,0,Y,0,0,0,0,0,0,0,4,2007,Normal
2606,85,9129,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,5,1977,1977,Gable,CompShg,TA,TA,PConc,GasA,TA,Y,1008,0,0,1008,1,0,1,1,4,1,Y,201,66,0,0,0,0,0,7,2007,Normal
2607,80,15957,Pave,IR1,Low,Corner,Mod,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,TA,TA,PConc,GasA,TA,Y,1356,0,0,1356,2,0,3,1,6,1,Y,1424,0,0,0,0,0,0,9,2007,Normal
2608,20,33983,Pave,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1977,1994,Gable,CompShg,TA,Fa,PConc,GasA,TA,Y,1676,0,0,1676,1,1,3,1,6,2,P,690,90,0,0,0,0,0,5,2007,Normal
2609,60,8286,Pave,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,7,1977,1977,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,716,716,0,1432,1,1,3,1,6,1,Y,0,136,0,0,240,0,0,6,2007,Normal
2610,85,6723,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1971,1971,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,796,0,0,796,1,0,2,1,5,0,Y,129,0,0,0,0,0,0,9,2007,Normal
2611,20,27697,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,3,1961,1961,Shed,CompShg,TA,TA,CBlock,GasA,TA,N,1608,0,0,1608,1,0,3,1,6,0,Y,152,38,0,0,0,0,0,11,2007,Abnorml
2612,20,11000,Pave,IR2,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1976,2003,Gable,CompShg,TA,TA,PConc,GasA,TA,Y,1178,0,0,1178,1,1,3,1,6,0,Y,0,44,0,0,88,0,0,6,2007,Normal
2613,20,11625,Pave,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,816,0,0,816,1,0,2,1,4,0,Y,330,0,0,0,0,0,0,5,2007,Normal
2614,20,10447,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1984,1984,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,887,0,0,887,1,0,3,1,5,0,Y,140,0,0,0,0,0,0,12,2007,Normal
2615,20,11027,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,TA,TA,CBlock,GasA,Gd,Y,1293,0,0,1293,2,0,2,1,5,0,Y,280,0,0,0,0,0,0,5,2006,Normal
2616,20,10533,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1956,1956,Hip,CompShg,TA,Gd,CBlock,GasA,TA,Y,1024,0,0,1024,1,0,2,1,5,2,Y,0,0,0,0,280,0,0,8,2006,Normal
2617,20,11765,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,TA,TA,CBlock,GasA,Fa,Y,1797,0,0,1797,1,1,3,1,7,1,Y,0,0,0,0,0,0,0,6,2006,Normal
2618,20,39384,Pave,IR1,Low,CulDSac,Sev,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,1390,0,0,1390,1,1,1,1,4,2,Y,0,189,0,0,0,0,0,10,2006,Abnorml
2619,20,11727,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1969,1969,Gable,CompShg,TA,Gd,CBlock,GasA,Gd,Y,1851,0,0,1851,2,0,3,1,8,1,Y,0,146,0,0,0,0,0,3,2006,Normal
2620,60,8238,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,813,712,0,1525,2,1,3,1,6,1,Y,421,72,0,0,0,0,0,5,2006,Normal
2621,60,13041,Pave,IR2,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,781,890,0,1671,2,1,3,1,7,1,Y,0,84,0,0,0,0,0,2,2006,Normal
2622,60,9783,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,821,955,0,1776,2,1,3,1,7,1,Y,286,116,0,0,0,0,0,5,2006,Normal
2623,60,13128,Pave,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1074,990,0,2064,2,1,4,1,7,1,Y,0,119,0,0,0,0,0,1,2006,Normal
2624,60,13751,Pave,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1700,512,0,2212,2,1,3,1,9,1,Y,237,38,0,0,115,0,0,5,2006,Partial
2625,160,13108,Pave,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,1994,1994,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,2079,608,0,2687,2,1,4,1,9,0,Y,168,12,0,0,0,0,0,12,2006,Normal
2626,20,8076,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1993,1994,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,1169,0,0,1169,2,0,3,1,6,1,Y,0,26,0,0,144,0,0,7,2006,Normal
2627,120,3701,Pave,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1987,1987,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1204,0,0,1204,2,0,2,1,5,0,Y,120,70,0,0,0,0,0,8,2006,Normal
2628,60,16023,Pave,IR1,HLS,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,Gd,Ex,PConc,GasA,Ex,Y,1414,1384,0,2798,3,1,3,1,11,1,Y,182,37,0,0,0,0,0,3,2006,Partial
2629,60,18062,Pave,IR1,HLS,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,1528,1862,0,3390,3,1,5,1,10,1,Y,204,34,0,0,0,0,0,9,2006,Partial
2630,60,12292,Pave,IR1,HLS,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1102,1371,0,2473,2,1,4,1,11,1,Y,246,39,0,0,0,0,0,7,2006,Partial
2631,60,16052,Pave,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,1850,848,0,2698,2,1,4,1,11,1,Y,250,0,0,0,0,0,0,7,2006,Partial
2632,60,15922,Pave,IR1,HLS,Corner,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1390,1405,0,2795,3,1,4,1,10,1,Y,272,102,0,0,0,0,0,1,2006,Partial
2633,120,8147,Pave,Reg,HLS,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1714,0,0,1714,2,0,2,1,7,1,Y,156,55,0,0,0,0,0,8,2006,Normal
2634,20,18261,Pave,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,2000,0,0,2000,2,1,3,1,8,2,Y,351,102,0,0,123,0,0,9,2006,Normal
2635,85,10464,Pave,IR1,Lvl,FR3,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,6,6,1980,1980,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1102,0,0,1102,1,0,2,1,5,1,Y,140,22,0,0,0,0,0,6,2006,Normal
2636,60,10530,Pave,Reg,Lvl,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,945,912,0,1857,2,1,4,1,8,1,Y,400,105,0,0,0,0,0,7,2006,Normal
2637,85,9927,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,5,1976,1976,Gable,CompShg,Gd,TA,CBlock,GasA,TA,Y,1083,0,0,1083,1,0,2,1,5,1,Y,444,0,40,0,0,0,0,7,2006,Normal
